Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Fare_Per_KM
2024-07-07 23:08:00,23:08:00,CNR8835236670,Success,CID966638,Mini,Devanahalli,Magadi Road,133.0,130.0,,,No,,855,Credit Card,1,"3,3","3,2",855.0
2024-07-11 23:57:00,23:57:00,CNR2127706492,Success,CID335194,Auto,Majestic,Koramangala,175.0,130.0,,,No,,494,Cash,1,"4,5","3,3",494.0
2024-07-08 12:17:00,12:17:00,CNR7035550351,Success,CID306327,Prime Sedan,KR Puram,Basavanagudi,217.0,115.0,,,No,,506,Cash,1,"3,2","4,1",506.0
2024-07-21 15:19:00,15:19:00,CNR4819890615,Success,CID641330,Auto,Kengeri,Malleshwaram,49.0,125.0,,,No,,2872,UPI,3,"4,1","4,4",957.3333333333334
2024-07-07 03:24:00,03:24:00,CNR4219139901,Success,CID582515,Mini,Hosur Road,Chickpet,294.0,145.0,,,No,,2873,Debit Card,3,"3,6","4,6",957.6666666666666
2024-07-23 01:45:00,01:45:00,CNR2680991329,Success,CID910724,Auto,Shivajinagar,Vijayanagar,126.0,50.0,,,No,,844,UPI,1,"4,5","4,9",844.0
2024-07-25 19:05:00,19:05:00,CNR6730917675,Success,CID731924,Auto,Langford Town,Bannerghatta Road,287.0,80.0,,,No,,2824,Cash,2,"3,3","3,2",1412.0
2024-07-28 11:47:00,11:47:00,CNR8491261674,Success,CID631128,Prime Sedan,Magadi Road,Majestic,210.0,70.0,,,Yes,Customer Demand,2409,Cash,3,"3,4","3,8",803.0
2024-07-19 02:45:00,02:45:00,CNR8954395263,Success,CID583726,Prime Plus,Bellandur,Peenya,238.0,95.0,,,No,,2902,Cash,4,"4,8","4,5",725.5
2024-07-24 04:57:00,04:57:00,CNR1256711965,Success,CID955479,Bike,Sahakar Nagar,Yeshwanthpur,119.0,60.0,,,No,,2670,Cash,3,"4,4","4,1",890.0
2024-07-18 05:35:00,05:35:00,CNR5218748140,Success,CID758297,Auto,Richmond Town,Indiranagar,224.0,80.0,,,No,,2638,Cash,4,"3,9","4,2",659.5
2024-07-25 11:45:00,11:45:00,CNR4815062758,Success,CID434740,Prime Sedan,Kammanahalli,Kengeri,126.0,35.0,,,No,,663,UPI,1,"4,5","3,1",663.0
2024-07-13 04:36:00,04:36:00,CNR8363634925,Success,CID470078,Mini,Jayanagar,Ramamurthy Nagar,294.0,120.0,,,No,,560,Cash,1,"3,3","3,9",560.0
2024-07-19 07:29:00,07:29:00,CNR1563441305,Success,CID650551,Mini,Hennur,Banashankari,273.0,130.0,,,No,,819,Cash,1,"3,8","3,9",819.0
2024-07-09 21:20:00,21:20:00,CNR4034167636,Success,CID372083,Auto,Nagarbhavi,Peenya,161.0,50.0,,,No,,1634,UPI,3,"3,3","4,8",544.6666666666666
2024-07-15 08:33:00,08:33:00,CNR5155919319,Success,CID496582,Prime Sedan,Majestic,Shivajinagar,252.0,30.0,,,No,,605,Cash,1,"4,8","3,8",605.0
2024-07-30 14:41:00,14:41:00,CNR4939766406,Success,CID496075,Auto,Bellandur,KR Puram,175.0,100.0,,,No,,2930,Cash,4,3,"3,5",732.5
2024-07-12 06:50:00,06:50:00,CNR6000713605,Success,CID811339,Prime Sedan,Yeshwanthpur,Varthur,175.0,50.0,,,No,,485,UPI,1,3,3,485.0
2024-07-25 21:26:00,21:26:00,CNR9784379580,Success,CID592431,Prime Plus,Hebbal,Whitefield,98.0,50.0,,,No,,735,Cash,1,"3,3","4,9",735.0
2024-07-25 10:20:00,10:20:00,CNR9024970684,Success,CID806018,Auto,Electronic City,Yeshwanthpur,280.0,45.0,,,No,,2639,UPI,1,"3,4","4,8",2639.0
2024-07-04 01:33:00,01:33:00,CNR8695091047,Success,CID928785,Prime SUV,Rajajinagar,Majestic,42.0,140.0,,,Yes,Customer Demand,1065,Cash,2,4,"4,6",532.5
2024-07-28 15:35:00,15:35:00,CNR4228002681,Success,CID415486,Mini,Shantinagar,Devanahalli,273.0,110.0,,,No,,1065,Cash,2,"3,6","4,2",532.5
2024-07-12 22:00:00,22:00:00,CNR7352403512,Success,CID371943,Prime SUV,Sahakar Nagar,Jayanagar,189.0,90.0,,,No,,571,UPI,1,"3,4","4,9",571.0
2024-07-16 20:45:00,20:45:00,CNR4821806437,Success,CID739610,Prime Sedan,Richmond Town,Ulsoor,42.0,105.0,,,No,,738,Cash,1,"4,8","4,1",738.0
2024-07-12 07:28:00,07:28:00,CNR3190153159,Success,CID350777,Mini,RT Nagar,Padmanabhanagar,308.0,45.0,,,No,,2978,UPI,5,"4,8","3,5",595.6
2024-07-18 01:23:00,01:23:00,CNR5577752639,Success,CID764498,Mini,Marathahalli,Hulimavu,63.0,120.0,,,No,,602,UPI,1,"3,2","4,3",602.0
2024-07-08 18:31:00,18:31:00,CNR3450439649,Success,CID606644,Prime SUV,Chickpet,Bannerghatta Road,140.0,120.0,,,No,,2703,UPI,3,"3,7","3,8",901.0
2024-07-29 02:53:00,02:53:00,CNR7119994046,Success,CID538899,Mini,Bannerghatta Road,Tumkur Road,161.0,90.0,,,No,,675,Cash,1,"4,3","4,5",675.0
2024-07-22 14:24:00,14:24:00,CNR5484935135,Success,CID549074,Mini,Langford Town,Shantinagar,245.0,80.0,,,No,,1324,UPI,1,"3,9","4,4",1324.0
2024-07-02 00:45:00,00:45:00,CNR9022489366,Success,CID407625,Prime Sedan,Langford Town,Sahakar Nagar,147.0,90.0,,,No,,548,UPI,1,"3,6","4,4",548.0
2024-07-16 22:01:00,22:01:00,CNR2649959917,Success,CID661044,Auto,Kammanahalli,Yeshwanthpur,252.0,105.0,,,No,,1468,Cash,2,"4,4","3,2",734.0
2024-07-26 03:28:00,03:28:00,CNR7436056092,Success,CID876248,Prime Sedan,Hennur,Indiranagar,84.0,80.0,,,No,,772,Cash,1,"4,7","3,9",772.0
2024-07-06 20:45:00,20:45:00,CNR4581691993,Success,CID413599,Auto,RT Nagar,Kadugodi,196.0,40.0,,,No,,1910,UPI,3,4,"3,3",636.6666666666666
2024-07-02 07:14:00,07:14:00,CNR6653935634,Success,CID668384,Prime SUV,Banashankari,Sahakar Nagar,238.0,35.0,,,No,,1601,Cash,1,"3,1","3,5",1601.0
2024-07-03 17:35:00,17:35:00,CNR6960052908,Success,CID752429,eBike,HSR Layout,Chamarajpet,294.0,65.0,,,No,,776,Cash,1,"4,8","4,1",776.0
2024-07-08 03:43:00,03:43:00,CNR7210085615,Success,CID137066,Mini,Vijayanagar,Yeshwanthpur,91.0,50.0,,,No,,791,UPI,1,"3,4","4,9",791.0
2024-07-09 18:16:00,18:16:00,CNR2217145079,Success,CID408436,eBike,JP Nagar,Richmond Town,147.0,85.0,,,No,,710,Cash,1,4,"3,8",710.0
2024-07-17 01:44:00,01:44:00,CNR5885235060,Success,CID380949,Auto,Banashankari,Rajajinagar,147.0,135.0,,,No,,822,UPI,1,"4,5","4,8",822.0
2024-07-09 09:53:00,09:53:00,CNR9105978792,Success,CID670783,Prime Sedan,Hulimavu,Kengeri,217.0,100.0,,,Yes,Vehicle Breakdown,804,Debit Card,1,"3,1","3,4",804.0
2024-07-22 02:23:00,02:23:00,CNR2158579248,Success,CID225075,Prime Sedan,Whitefield,Indiranagar,133.0,30.0,,,No,,545,Cash,1,"4,3",4,545.0
2024-07-07 02:38:00,02:38:00,CNR5441503937,Success,CID357864,Prime Sedan,Shivajinagar,Rajarajeshwari Nagar,203.0,60.0,,,No,,2280,Cash,1,"3,3","4,4",2280.0
2024-07-26 00:34:00,00:34:00,CNR4724636631,Success,CID335482,Auto,Hebbal,Indiranagar,273.0,30.0,,,No,,702,Cash,1,"4,5",5,702.0
2024-07-27 07:01:00,07:01:00,CNR5403652775,Success,CID406104,Auto,BTM Layout,Cox Town,175.0,135.0,,,Yes,Other Issue,1478,UPI,1,"3,8","4,2",1478.0
2024-07-21 23:35:00,23:35:00,CNR4665028005,Success,CID983616,eBike,Shivajinagar,Mysore Road,308.0,85.0,,,Yes,Vehicle Breakdown,633,UPI,1,"4,6","3,8",633.0
2024-07-06 18:55:00,18:55:00,CNR2568705225,Success,CID608772,eBike,Magadi Road,Malleshwaram,175.0,90.0,,,No,,537,UPI,1,5,"4,2",537.0
2024-07-25 00:19:00,00:19:00,CNR3467293498,Success,CID178897,Auto,HSR Layout,HSR Layout,308.0,35.0,,,No,,2855,UPI,4,"4,5","4,2",713.75
2024-07-28 06:06:00,06:06:00,CNR2903181671,Success,CID313414,Auto,Basavanagudi,Hennur,189.0,65.0,,,No,,486,Cash,1,"3,6","3,7",486.0
2024-07-27 01:40:00,01:40:00,CNR2496348508,Success,CID966653,eBike,Hulimavu,Majestic,147.0,110.0,,,No,,2943,Cash,6,"4,8","4,8",490.5
2024-07-23 15:18:00,15:18:00,CNR9557928657,Success,CID299905,Prime SUV,Hebbal,Malleshwaram,259.0,60.0,,,No,,2009,UPI,4,"4,7","4,7",502.25
2024-07-16 00:42:00,00:42:00,CNR7679268356,Success,CID789570,Auto,Whitefield,Cox Town,266.0,110.0,,,No,,561,UPI,1,"4,8","3,1",561.0
2024-07-15 02:18:00,02:18:00,CNR5050212680,Success,CID859485,Auto,MG Road,Hennur,119.0,85.0,,,No,,627,Cash,1,"4,3","3,9",627.0
2024-07-02 21:54:00,21:54:00,CNR6442108206,Success,CID520073,Auto,Chamarajpet,Indiranagar,280.0,60.0,,,No,,1380,Cash,2,4,4,690.0
2024-07-02 13:54:00,13:54:00,CNR3166964944,Success,CID804895,Prime Sedan,Frazer Town,Varthur,91.0,100.0,,,No,,1720,Cash,2,"3,8","4,7",860.0
2024-07-09 01:43:00,01:43:00,CNR4162608496,Success,CID578991,eBike,Hennur,Hulimavu,280.0,65.0,,,No,,1540,Cash,3,"4,3","3,7",513.3333333333334
2024-07-14 01:34:00,01:34:00,CNR9483381721,Success,CID380973,Prime Sedan,RT Nagar,RT Nagar,154.0,105.0,,,No,,544,Cash,1,"3,4","4,7",544.0
2024-07-06 16:54:00,16:54:00,CNR6021288737,Success,CID281468,Prime Plus,Langford Town,JP Nagar,168.0,115.0,,,No,,2871,Cash,2,"3,2","4,3",1435.5
2024-07-12 03:47:00,03:47:00,CNR7647828014,Success,CID712651,Prime Plus,Sarjapur Road,Koramangala,119.0,120.0,,,No,,989,UPI,1,"4,7","4,5",989.0
2024-07-16 20:35:00,20:35:00,CNR3874284125,Success,CID803141,Auto,Koramangala,Basavanagudi,168.0,90.0,,,No,,637,Cash,1,4,"4,9",637.0
2024-07-23 17:37:00,17:37:00,CNR4132965530,Success,CID699759,Prime SUV,Kammanahalli,Langford Town,126.0,100.0,,,No,,1077,UPI,1,"4,1","3,1",1077.0
2024-07-15 19:33:00,19:33:00,CNR6009518138,Success,CID137275,Prime SUV,Langford Town,HSR Layout,259.0,145.0,,,No,,509,UPI,1,"4,7","4,1",509.0
2024-07-27 15:31:00,15:31:00,CNR3067045393,Success,CID248720,Prime Sedan,Langford Town,Whitefield,245.0,140.0,,,No,,2493,Cash,1,"3,9","4,4",2493.0
2024-07-11 10:57:00,10:57:00,CNR8184710361,Success,CID987022,Prime Sedan,Vijayanagar,Jayanagar,273.0,35.0,,,No,,2757,Cash,2,"3,7","4,5",1378.5
2024-07-17 22:29:00,22:29:00,CNR9333856398,Success,CID213032,Prime Sedan,Vijayanagar,MG Road,259.0,60.0,,,No,,491,Cash,1,"3,9","3,3",491.0
2024-07-27 23:21:00,23:21:00,CNR6124965890,Success,CID965503,Bike,Bannerghatta Road,Chickpet,287.0,25.0,,,No,,1639,Cash,1,"3,1","3,9",1639.0
2024-07-20 14:48:00,14:48:00,CNR1971771940,Success,CID417506,Mini,HSR Layout,Sahakar Nagar,84.0,120.0,,,No,,2474,Cash,1,"4,3","4,7",2474.0
2024-07-29 13:58:00,13:58:00,CNR2660899228,Success,CID679885,Prime Sedan,Frazer Town,Rajarajeshwari Nagar,126.0,120.0,,,No,,2795,UPI,2,"3,3","3,2",1397.5
2024-07-14 06:03:00,06:03:00,CNR1651225023,Success,CID868203,Bike,Jayanagar,Mysore Road,259.0,100.0,,,No,,620,Cash,1,"4,7",4,620.0
2024-07-11 23:56:00,23:56:00,CNR6120336582,Success,CID868400,Auto,Electronic City,Rajarajeshwari Nagar,224.0,115.0,,,No,,490,Cash,1,4,"4,3",490.0
2024-07-01 13:29:00,13:29:00,CNR8315335909,Success,CID598770,Auto,Padmanabhanagar,Marathahalli,140.0,55.0,,,No,,573,UPI,1,"4,7","4,6",573.0
2024-07-22 12:15:00,12:15:00,CNR9818623206,Success,CID814280,Auto,Ramamurthy Nagar,Kadugodi,35.0,50.0,,,No,,2971,UPI,4,"4,6","4,4",742.75
2024-07-04 03:02:00,03:02:00,CNR8001365810,Success,CID274294,Mini,Padmanabhanagar,Koramangala,273.0,90.0,,,No,,743,Cash,1,"4,3","4,6",743.0
2024-07-15 17:14:00,17:14:00,CNR9043658685,Success,CID663340,Mini,Sarjapur Road,Rajarajeshwari Nagar,77.0,80.0,,,No,,1826,UPI,3,"3,5","3,6",608.6666666666666
2024-07-05 11:55:00,11:55:00,CNR8436450127,Success,CID445295,Prime Plus,Malleshwaram,Mysore Road,287.0,70.0,,,No,,877,Cash,1,"4,2","3,4",877.0
2024-07-10 19:12:00,19:12:00,CNR8522218923,Success,CID897201,Auto,Sahakar Nagar,Frazer Town,126.0,115.0,,,No,,952,UPI,1,"4,5",5,952.0
2024-07-02 14:53:00,14:53:00,CNR2655873771,Success,CID798634,Prime Sedan,Malleshwaram,Hulimavu,294.0,130.0,,,No,,1433,Cash,1,"4,3",4,1433.0
2024-07-03 13:21:00,13:21:00,CNR8827707398,Success,CID440371,Auto,Langford Town,Cox Town,112.0,105.0,,,No,,953,UPI,1,4,"3,4",953.0
2024-07-27 00:38:00,00:38:00,CNR4982532691,Success,CID157654,eBike,Varthur,Magadi Road,35.0,100.0,,,No,,2634,Cash,5,"3,5","4,3",526.8
2024-07-25 00:53:00,00:53:00,CNR5919412161,Success,CID903559,Bike,Chickpet,Majestic,273.0,125.0,,,No,,2139,Cash,2,"4,4","4,4",1069.5
2024-07-02 02:28:00,02:28:00,CNR9519610296,Success,CID379836,Prime Sedan,Nagarbhavi,Majestic,133.0,30.0,,,No,,2084,Cash,3,"3,3","3,8",694.6666666666666
2024-07-05 20:03:00,20:03:00,CNR5413551191,Success,CID545910,Auto,Magadi Road,Yelahanka,182.0,115.0,,,No,,953,Cash,1,4,"3,4",953.0
2024-07-15 05:11:00,05:11:00,CNR5554377603,Success,CID845453,Prime Plus,Chickpet,Ramamurthy Nagar,133.0,135.0,,,No,,2643,UPI,5,"3,8",3,528.6
2024-07-08 19:39:00,19:39:00,CNR7438718183,Success,CID289189,Auto,Kengeri,Chamarajpet,112.0,65.0,,,No,,2259,UPI,2,"3,2","3,3",1129.5
2024-07-01 10:05:00,10:05:00,CNR6458077477,Success,CID448408,Prime SUV,Magadi Road,Tumkur Road,294.0,40.0,,,No,,1125,UPI,2,"3,8",4,562.5
2024-07-24 14:45:00,14:45:00,CNR5154500334,Success,CID363945,Mini,Devanahalli,Whitefield,245.0,120.0,,,No,,493,UPI,1,"4,9","3,3",493.0
2024-07-20 20:37:00,20:37:00,CNR9262094717,Success,CID629119,Auto,Kengeri,Marathahalli,70.0,135.0,,,No,,1859,UPI,3,"3,9",5,619.6666666666666
2024-07-11 18:48:00,18:48:00,CNR2486213853,Success,CID527026,eBike,Varthur,Hennur,42.0,55.0,,,No,,2752,Cash,3,"4,6","3,2",917.3333333333334
2024-07-23 23:29:00,23:29:00,CNR3416366558,Success,CID560987,Prime Plus,Tumkur Road,Cox Town,147.0,130.0,,,No,,527,Credit Card,1,"3,6","3,9",527.0
2024-07-19 14:01:00,14:01:00,CNR5890325540,Success,CID942189,Prime Sedan,Banashankari,Vijayanagar,105.0,110.0,,,No,,980,UPI,2,"4,1","3,9",490.0
2024-07-24 11:51:00,11:51:00,CNR4178418438,Success,CID922720,Auto,RT Nagar,Banashankari,105.0,45.0,,,No,,1229,Cash,1,"3,8","4,8",1229.0
2024-07-16 15:51:00,15:51:00,CNR8476759122,Success,CID666867,Mini,Whitefield,KR Puram,287.0,110.0,,,No,,2325,UPI,1,"4,9","3,4",2325.0
2024-07-17 05:08:00,05:08:00,CNR2087274236,Success,CID724074,Prime Sedan,Yelahanka,Hulimavu,56.0,80.0,,,No,,1849,Cash,2,"4,3","4,1",924.5
2024-07-29 14:23:00,14:23:00,CNR4890605438,Success,CID968402,eBike,Chamarajpet,Hennur,280.0,70.0,,,No,,2339,UPI,3,3,"4,4",779.6666666666666
2024-07-20 12:46:00,12:46:00,CNR9445301423,Success,CID212905,eBike,Bellandur,Banashankari,140.0,60.0,,,No,,2072,Cash,1,"3,2","4,7",2072.0
2024-07-22 16:25:00,16:25:00,CNR6726603150,Success,CID422200,Prime Sedan,Kammanahalli,Chamarajpet,119.0,105.0,,,No,,2758,UPI,1,"4,6","3,2",2758.0
2024-07-21 18:15:00,18:15:00,CNR6357451121,Success,CID686127,Prime Sedan,Chamarajpet,Jayanagar,119.0,125.0,,,No,,1954,Cash,3,"4,7","3,2",651.3333333333334
2024-07-12 23:34:00,23:34:00,CNR3373209178,Success,CID671892,Mini,Kammanahalli,Peenya,182.0,85.0,,,No,,564,Cash,1,"3,3","4,6",564.0
2024-07-05 19:19:00,19:19:00,CNR7446030281,Success,CID943158,eBike,Hosur Road,Ulsoor,133.0,135.0,,,No,,2859,UPI,2,"4,6","3,8",1429.5
2024-07-30 14:47:00,14:47:00,CNR2261702408,Success,CID118703,Prime Plus,Magadi Road,Electronic City,147.0,60.0,,,No,,2222,Cash,1,"3,1","4,4",2222.0
2024-07-18 05:41:00,05:41:00,CNR5308470112,Success,CID560974,Auto,Marathahalli,Hebbal,91.0,100.0,,,No,,680,Cash,1,"4,9","3,6",680.0
2024-07-29 18:31:00,18:31:00,CNR1830247556,Success,CID287611,Prime Plus,Kengeri,Langford Town,224.0,135.0,,,Yes,Vehicle Breakdown,2774,UPI,4,"4,2","3,1",693.5
2024-07-03 19:47:00,19:47:00,CNR8333369579,Success,CID361473,Auto,Whitefield,Richmond Town,63.0,120.0,,,No,,1798,Cash,2,"4,5","4,5",899.0
2024-07-27 04:28:00,04:28:00,CNR1086795519,Success,CID784856,Auto,Mysore Road,KR Puram,63.0,140.0,,,No,,976,UPI,2,"3,3","3,3",488.0
2024-07-05 23:02:00,23:02:00,CNR9548373018,Success,CID878642,eBike,Bellandur,Malleshwaram,189.0,35.0,,,No,,638,Credit Card,1,"3,4","4,1",638.0
2024-07-13 17:40:00,17:40:00,CNR6877664907,Success,CID431108,Prime SUV,Banashankari,Banashankari,231.0,60.0,,,No,,2171,UPI,2,"4,5","4,5",1085.5
2024-07-19 05:20:00,05:20:00,CNR1207808140,Success,CID749173,Bike,Kammanahalli,Chickpet,273.0,100.0,,,No,,887,UPI,1,"3,6","3,5",887.0
2024-07-19 02:13:00,02:13:00,CNR5552530860,Success,CID762958,Prime SUV,Chickpet,Nagarbhavi,287.0,140.0,,,No,,956,Cash,1,"4,9","4,1",956.0
2024-07-01 12:18:00,12:18:00,CNR9871782095,Success,CID923387,Prime Sedan,Chamarajpet,Sahakar Nagar,112.0,60.0,,,No,,955,Cash,1,"4,7","3,3",955.0
2024-07-23 10:30:00,10:30:00,CNR8874439100,Success,CID435028,Auto,MG Road,Richmond Town,126.0,25.0,,,No,,2056,UPI,3,"3,4","4,4",685.3333333333334
2024-07-11 04:09:00,04:09:00,CNR6708235732,Success,CID473072,Auto,Kadugodi,MG Road,161.0,120.0,,,No,,2460,Cash,3,5,"3,1",820.0
2024-07-14 12:04:00,12:04:00,CNR7990050952,Success,CID670580,Bike,Sahakar Nagar,HSR Layout,147.0,110.0,,,No,,941,Cash,1,"4,1","4,5",941.0
2024-07-19 06:49:00,06:49:00,CNR9480175715,Success,CID135466,Prime Sedan,Peenya,Shivajinagar,42.0,70.0,,,No,,964,Cash,1,"3,7","3,9",964.0
2024-07-07 23:31:00,23:31:00,CNR3344689983,Success,CID572398,Bike,Chickpet,Sarjapur Road,189.0,125.0,,,No,,1091,Credit Card,2,"4,3","4,1",545.5
2024-07-10 00:50:00,00:50:00,CNR9786507000,Success,CID788936,Mini,BTM Layout,Marathahalli,168.0,70.0,,,No,,2081,UPI,3,"4,4","4,3",693.6666666666666
2024-07-20 08:31:00,08:31:00,CNR9785158568,Success,CID537808,Prime SUV,Whitefield,Padmanabhanagar,203.0,40.0,,,No,,1806,Cash,1,"4,7","3,9",1806.0
2024-07-16 20:52:00,20:52:00,CNR4235492579,Success,CID265832,Bike,Rajajinagar,Rajarajeshwari Nagar,70.0,135.0,,,No,,687,Cash,1,"3,7","3,4",687.0
2024-07-26 04:32:00,04:32:00,CNR8519617673,Success,CID285382,Bike,Hosur Road,Bannerghatta Road,210.0,25.0,,,No,,1611,Credit Card,2,"3,2","4,8",805.5
2024-07-09 11:56:00,11:56:00,CNR5666715783,Success,CID730278,Prime Sedan,Rajajinagar,Rajarajeshwari Nagar,273.0,115.0,,,No,,1361,Cash,2,"4,4","4,6",680.5
2024-07-04 18:23:00,18:23:00,CNR3269874299,Success,CID164317,Prime Plus,Frazer Town,Mysore Road,203.0,125.0,,,No,,2160,Cash,3,"3,9","4,2",720.0
2024-07-27 22:13:00,22:13:00,CNR6618092185,Success,CID408254,Prime SUV,Ramamurthy Nagar,Richmond Town,126.0,115.0,,,No,,504,UPI,1,4,"4,3",504.0
2024-07-25 23:09:00,23:09:00,CNR7079952499,Success,CID883249,eBike,RT Nagar,Yelahanka,175.0,45.0,,,No,,2658,UPI,4,"3,9",5,664.5
2024-07-26 23:06:00,23:06:00,CNR3399875242,Success,CID377849,Mini,Peenya,Sarjapur Road,168.0,135.0,,,No,,1803,Cash,2,"4,6","3,2",901.5
2024-07-12 05:04:00,05:04:00,CNR9167420062,Success,CID790152,Prime Plus,Bannerghatta Road,Langford Town,252.0,75.0,,,Yes,Other Issue,1670,Cash,2,"4,1","4,2",835.0
2024-07-15 11:57:00,11:57:00,CNR1217500817,Success,CID167941,Auto,Basavanagudi,Varthur,91.0,25.0,,,No,,2485,UPI,4,"4,1",4,621.25
2024-07-16 08:34:00,08:34:00,CNR9895010816,Success,CID299293,Auto,Yeshwanthpur,RT Nagar,105.0,50.0,,,No,,1085,Cash,1,"3,5","3,1",1085.0
2024-07-17 14:10:00,14:10:00,CNR4986532653,Success,CID867501,Mini,Hulimavu,Indiranagar,42.0,70.0,,,No,,903,Cash,1,"4,8","4,2",903.0
2024-07-11 13:44:00,13:44:00,CNR3901829395,Success,CID264627,Bike,Shivajinagar,Electronic City,175.0,55.0,,,No,,2091,UPI,1,"4,3","4,7",2091.0
2024-07-28 10:37:00,10:37:00,CNR9166879219,Success,CID627239,Auto,Sahakar Nagar,Sahakar Nagar,231.0,45.0,,,No,,991,Cash,1,"3,7","4,6",991.0
2024-07-04 13:03:00,13:03:00,CNR7118622854,Success,CID145256,Mini,Ulsoor,Ulsoor,203.0,120.0,,,Yes,Customer Demand,1692,Cash,2,"3,6","3,4",846.0
2024-07-02 02:45:00,02:45:00,CNR6903765542,Success,CID968700,Auto,Electronic City,Majestic,280.0,25.0,,,No,,554,Cash,1,"3,3","4,9",554.0
2024-07-07 23:36:00,23:36:00,CNR1280228412,Success,CID756502,Auto,Jayanagar,Vijayanagar,287.0,60.0,,,No,,2267,UPI,2,"3,3","4,7",1133.5
2024-07-21 00:27:00,00:27:00,CNR4622490618,Success,CID530099,Prime Sedan,Mysore Road,BTM Layout,105.0,100.0,,,No,,487,Cash,1,"3,2","3,2",487.0
2024-07-02 08:14:00,08:14:00,CNR9359997295,Success,CID880924,Bike,HSR Layout,Jayanagar,196.0,45.0,,,No,,557,Cash,1,"3,1","4,5",557.0
2024-07-07 19:51:00,19:51:00,CNR5387287134,Success,CID511089,Prime SUV,Shantinagar,Hebbal,98.0,50.0,,,No,,759,UPI,1,"3,9","4,4",759.0
2024-07-03 02:37:00,02:37:00,CNR9169007636,Success,CID895267,Mini,Majestic,KR Puram,133.0,135.0,,,No,,1705,UPI,2,"3,4","4,9",852.5
2024-07-20 11:17:00,11:17:00,CNR7824326697,Success,CID220165,Auto,Yelahanka,Bannerghatta Road,175.0,40.0,,,No,,1392,Cash,1,5,"4,2",1392.0
2024-07-17 23:40:00,23:40:00,CNR3913038307,Success,CID866577,Bike,RT Nagar,Richmond Town,189.0,110.0,,,No,,685,Cash,1,"3,9","3,9",685.0
2024-07-08 15:53:00,15:53:00,CNR7361033227,Success,CID771945,Mini,Rajarajeshwari Nagar,Electronic City,84.0,145.0,,,No,,2607,Cash,5,"3,6","4,8",521.4
2024-07-21 17:27:00,17:27:00,CNR6463207468,Success,CID118219,Auto,Marathahalli,Rajajinagar,245.0,100.0,,,No,,2219,Debit Card,3,"4,8","3,5",739.6666666666666
2024-07-18 10:21:00,10:21:00,CNR7956030498,Success,CID973866,Auto,Koramangala,Kadugodi,245.0,50.0,,,Yes,Vehicle Breakdown,629,UPI,1,"3,8","4,6",629.0
2024-07-10 10:00:00,10:00:00,CNR6222511186,Success,CID379490,Auto,Frazer Town,Banashankari,210.0,145.0,,,No,,2206,UPI,1,"4,6","3,6",2206.0
2024-07-29 02:15:00,02:15:00,CNR7547326298,Success,CID924259,Auto,Shivajinagar,Rajarajeshwari Nagar,56.0,70.0,,,No,,830,UPI,1,"3,2","3,8",830.0
2024-07-06 04:18:00,04:18:00,CNR8699212416,Success,CID132900,Mini,Kadugodi,Electronic City,196.0,50.0,,,No,,2835,UPI,5,4,"3,5",567.0
2024-07-27 01:58:00,01:58:00,CNR7328263294,Success,CID809508,Auto,Cox Town,Mysore Road,154.0,85.0,,,No,,878,Cash,1,"4,3","3,1",878.0
2024-07-21 10:49:00,10:49:00,CNR6522026716,Success,CID805832,Prime SUV,Padmanabhanagar,Banashankari,280.0,65.0,,,No,,898,UPI,1,"4,1","3,5",898.0
2024-07-07 06:15:00,06:15:00,CNR2655982083,Success,CID759263,Mini,Sahakar Nagar,Hosur Road,112.0,50.0,,,No,,2805,UPI,5,"3,1","3,8",561.0
2024-07-12 04:16:00,04:16:00,CNR9845077088,Success,CID632882,Prime Sedan,Richmond Town,Rajajinagar,273.0,85.0,,,No,,2581,Credit Card,1,"4,9","3,2",2581.0
2024-07-18 20:57:00,20:57:00,CNR3764106878,Success,CID729503,Auto,Indiranagar,MG Road,203.0,125.0,,,No,,1943,UPI,3,"3,5","3,4",647.6666666666666
2024-07-16 19:47:00,19:47:00,CNR8787697120,Success,CID134807,Prime Plus,Ulsoor,KR Puram,168.0,25.0,,,No,,1394,UPI,1,"4,7","4,9",1394.0
2024-07-13 16:37:00,16:37:00,CNR7036697486,Success,CID373563,Auto,Sarjapur Road,Magadi Road,147.0,105.0,,,No,,2696,UPI,2,"3,9",3,1348.0
2024-07-08 17:53:00,17:53:00,CNR8577749881,Success,CID131918,Mini,Sarjapur Road,BTM Layout,301.0,145.0,,,No,,760,UPI,1,"4,2",5,760.0
2024-07-28 09:42:00,09:42:00,CNR2812335047,Success,CID448175,Bike,BTM Layout,Padmanabhanagar,273.0,45.0,,,No,,685,UPI,1,"4,2","3,8",685.0
2024-07-03 22:42:00,22:42:00,CNR1899028851,Success,CID230258,Prime Sedan,Rajarajeshwari Nagar,Peenya,238.0,45.0,,,Yes,Vehicle Breakdown,667,Cash,1,"4,1","4,2",667.0
